score,suitability,format,unknown_class_count,missing_model_count,name,path,features,reason,unknown_classes,missing_models
13,辅助/后期,ui,3,2,Wan2.2图像高清放大工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Wan2.2图像高清放大工作流\Wan2.2图像高清放大工作流.json,prompt;video_nodes,video、wan、wan2、lip、高清,Image Tiled;ImageConcanateOfUtils;TeaCache,4xNomos8kHAT-L_otf.pth;4xFFHQDAT.pth
13,辅助/后期,ui,4,5,Animatediff 文生视频工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\Animatediff 文生视频工作流.json,prompt;video_nodes;video_output,video、animate、lip、文生视频、修复、NSFW/需安全改写,ADE_AnimateDiffLoRALoader;ADE_AnimateDiffLoaderWithContext;ADE_AnimateDiffUniformContextOptions;BatchPromptSchedule,一张初恋脸_v1.0.safetensors;majicmixRealistic_v7.safetensors;mm_sd_v15_v2.ckpt;v2_lora_PanLeft.ckpt;中式审美，网红脸系列_V1.0.safetensors
12,辅助/后期,ui,1,3,20.洗图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\20.洗图.json,image_input;prompt,wan、wan2、lip,LoaderGGUF,wan_2.1_vae_fp8_e4m3fn.safetensors;Wan21_T2V_14B_lightx2v_cfg_step_distill_lora_rank64.safetensors;Wan2.2-T2V-A14B-LowNoise-Q8_0.gguf
11,不推荐,unknown,0,0,dreamshaper_8.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\dreamshaper_8.json,,video、wan、lip、pose、修复、NSFW/需安全改写,,
11,不推荐,ui,1,3,换装kontext.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\kontext服装迁移NSFW？\换装kontext.json,image_input;prompt,lip、pose、动作、姿势、NSFW/需安全改写,ImageResize+,Hyper-FLUX.1-dev-8steps-lora.safetensors;flux1-kontext-dev-Q5_K_M.gguf;Clothes Remover -Kontext Dev_V1.0.safetensors
10,不推荐,unknown,0,0,package-lock.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\PS+comfyui电商第二季\SDPPP插件\sd-ppp-1.7.0\package-lock.json,,wan、ltx、lip,,
10,不推荐,ui,0,0,CG迷-Kontext dev标准工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\Kontext dev免费开源 支持多轮对话编辑修改\工作流\CG迷-Kontext dev标准工作流.json,image_input;prompt,lip、修复,,
10,不推荐,ui,0,1,Flux Controlnet官方.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux tools工作流\Flux tool 工作流-B站UP主\Flux Controlnet官方.json,image_input;prompt,lip、depth,,flux1-depth-dev.safetensors
10,不推荐,ui,0,3,16.ControlNet的简单应用.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\16.ControlNet的简单应用.json,image_input;pose_control;prompt,lip、pose、depth、NSFW/需安全改写,,majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors;control_v11p_sd15_openpose.pth
10,不推荐,ui,2,8,24.Qwen-多角度摄影中文提示词支持.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\24.Qwen-多角度摄影中文提示词支持.json,image_input;prompt,lip、pose、depth、镜头、表情,easy promptLine;easy promptList,Qwen-Image-Lightning-4steps-V1.0.safetensors;Qwen-Image-Lightning-4steps-V2.0.safetensors;qwen_image_vae.safetensors;qwen_2.5_vl_7b_fp8_scaled.safetensors;Qwen-Image-Edit-2509-Q4_K_S.gguf;qwen_image_edit_fp8_e4m3fn.safetensors;Qwen-Image-Edit-2509_fp8_e4m3fn.safetensors;next-scene_lora_v1-3000.safetensors
10,不推荐,ui,3,1,02.Ollama-提示词反推并修改风格.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\02.Ollama-提示词反推并修改风格.json,image_input;prompt,video、lip、动作,OllamaGenerateAdvance;OllamaVision;ShowText|pysssss,flux1-dev-fp8-with_clip_vae.safetensors
10,不推荐,ui,3,1,04.Ollama-提示词反推双人图片中的一人.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\04.Ollama-提示词反推双人图片中的一人.json,image_input;prompt,video、lip、动作,OllamaGenerateAdvance;OllamaVision;ShowText|pysssss,flux1-dev-fp8-with_clip_vae.safetensors
9,不推荐,ui,0,0,06_局部重绘.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\06_局部重绘.json,image_input;prompt,lip,,
9,不推荐,ui,0,0,flux 扩图.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux tools工作流\Flux tool 工作流-B站UP主\flux 扩图.json,image_input;prompt,lip,,
9,不推荐,ui,0,1,CG迷-kontext gguf工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\Kontext dev免费开源 支持多轮对话编辑修改\gguf模型与工作流\CG迷-kontext gguf工作流.json,image_input;prompt,lip、修复,,flux1-kontext-dev-Q4_K_M.gguf
9,不推荐,ui,0,4,28.三图融合好用ComfyUI_qwen_image_edit_plus.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\28.三图融合好用ComfyUI_qwen_image_edit_plus.json,image_input;prompt,lip、姿势,,qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_vae.safetensors;qwen_image_edit_fp8_e4m3fn.safetensors;Qwen-Image-Edit-2509_fp8_e4m3fn.safetensors
9,不推荐,ui,1,1,01_参考生图.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\01_参考生图.json,image_input;prompt,lip、depth、修复,DF_Image_scale_to_side,FLUX.1-dev-ControlNet-Union-Pro-InstantX.safetensors
9,不推荐,ui,2,0,kontext多图融合对比.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Kontext多图融合\kontext多图融合对比.json,image_input;prompt,wan、lip,LayerUtility: ImageScaleByAspectRatio V2;Primitive string multiline [Crystools],
9,不推荐,ui,2,1,01.Ollama-提示词扩写.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\01.Ollama-提示词扩写.json,prompt,video、lip、story,OllamaGenerateAdvance;ShowText|pysssss,flux1-dev-fp8-with_clip_vae.safetensors
9,不推荐,ui,2,4,nunchaku-flux.1-kontext-dev.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\kontext极简工作流\nunchaku-flux.1-kontext-dev.json,prompt,wan、lip、pose、动作、修复,MarkdownNote;NunchakuFluxDiTLoader,│   │   └── flux1-dev-kontext_fp8_scaled.safetensors;│       ├── clip_l.safetensors;│       └── t5xxl_fp16.safetensors 或者 t5xxl_fp8_e4m3fn_scaled.safetensors;svdq-int4_r32-flux.1-kontext-dev.safetensors
8,不推荐,unknown,0,0,anyloraCheckpoint_bakedvaeBlessedFp16.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\anyloraCheckpoint_bakedvaeBlessedFp16.json,,wan、lip、修复,,
8,不推荐,ui,0,1,02.Lumina_Image_2.0_中文.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\02.Lumina_Image_2.0_中文.json,prompt,lip、姿势,,lumina_2.safetensors
8,不推荐,ui,0,1,03.混元模型_文生图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\03.混元模型_文生图.json,prompt,lip、姿势,,hunyuan_dit_1.2.safetensors
8,不推荐,ui,0,1,11.文生图风格迁移.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\11.文生图风格迁移.json,image_input;prompt,lip,,xxmix9realisticsdxl_v10.safetensors
8,不推荐,ui,0,1,11.图生图风格迁移.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\11.图生图风格迁移.json,image_input;prompt,lip,,xxmix9realisticsdxl_v10.safetensors
8,不推荐,ui,2,4,Flux Kontext 工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\kontext工作流(1)\工作流\Flux Kontext 工作流.json,prompt,wan、lip、pose、动作,CR Simple Image Compare;MarkdownNote,│   │   └── flux1-dev-kontext_fp8_scaled.safetensors;│       ├── clip_l.safetensors;│       └── t5xxl_fp16.safetensors 或者 t5xxl_fp8_e4m3fn_scaled.safetensors;flux1-kontext-dev_fp8_scaled.safetensors
8,不推荐,ui,4,0,FLUX- 提示词反推Florence2-CephalonCloud.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX建筑工作流\84-FLUX.1全套方案设计工作流【端脑】\02-FLUX.1+Florence2 提示词反推找灵感-工作流\FLUX- 提示词反推Florence2-CephalonCloud.json,image_input;prompt,lip、depth、story,DownloadAndLoadFlorence2Model;Florence2Run;SDXLEmptyLatentSizePicker+;ShowText|pysssss,
8,不推荐,ui,4,1,03.Ollama_反推并修改提示词.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\03.Ollama_反推并修改提示词.json,image_input;prompt,video、lip、动作,MarkdownNote;OllamaGenerateAdvance;OllamaVision;ShowText|pysssss,flux1-dev-fp8-with_clip_vae.safetensors
8,不推荐,ui,24,7,一张图生成多动作(保持服装一致性).json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\（人物动作）人物一致性 姿势随心变\一张图生成多动作(保持服装一致性).json,image_input;prompt,wan、lip、pose、动作、姿势、修复,ApplyFBCacheOnModel;ApplyPulidFlux;CR Text Blacklist;FaceAnalysisModels;FaceBoundingBox;Florence2ModelLoader;Florence2Run;GetNode;ImageResize+;InspyrenetRembg;LayerUtility: CropByMask V2;LayerUtility: ImageScaleByAspectRatio V2;Mask Fill Holes;MaskPreview+;PulidFluxEvaClipLoader,flux1-redux-dev.safetensors;pulid_flux_v0.9.0.safetensors;portrait-photography.safetensors;sigclip_vision_patch14_384.safetensors;麦橘超然majicFlus_v1.safetensors;Flux.1-dev-Controlnet-Upscaler.safetensors;FLUX.1-dev-ControlNet-Union-Pro-2.0.safetensors
7,不推荐,ui,0,2,07.扩图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\07.扩图.json,image_input;prompt,lip,,flux1-kontext-dev_fp8_scaled.safetensors;Hyper-Flux.1-Dev-4-step-Lora.safetensors
7,不推荐,ui,0,2,flux风格双图.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux tools工作流\Flux tool 工作流-B站UP主\flux风格双图.json,image_input;prompt,lip,,flux1-dev-fp8.safetensors;flux1-redux-dev.safetensors
7,不推荐,ui,0,2,F.1文生图.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\一张图生成lora工作流\工作流及模型\F.1文生图.json,image_input;prompt,lip,,xiaobai-000004.safetensors;flux1-dev-fp8-774199fce69c.safetensors
7,不推荐,ui,0,3,08.老照片修复.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\08.老照片修复.json,image_input;prompt,lip、修复,,flux1-kontext-dev_fp8_scaled.safetensors;修复破损老照片_v1.0.safetensors;Hyper-Flux.1-Dev-4-step-Lora.safetensors
7,不推荐,ui,1,0,05_扩图.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\05_扩图.json,image_input;prompt,lip,ImageResize+,
7,不推荐,ui,1,1,FLUX- 图像放大-ImgeUpscale-CephalonCloud.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX建筑工作流\84-FLUX.1全套方案设计工作流【端脑】\05-FLUX.1 Upscale图像高清放大-工作流\FLUX- 图像放大-ImgeUpscale-CephalonCloud.json,image_input;prompt,lip、高清,easy float,4x-UltraSharp.pth
7,不推荐,ui,1,1,goshniiAI-FLUX.1 KONTEXT DEV极简工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\kontext极简工作流\goshniiAI-FLUX.1 KONTEXT DEV极简工作流.json,image_input;prompt,lip、修复,Anything Everywhere,Flux1-dev-kontext_fp8_scaled.safetensors
7,不推荐,ui,1,2,图生图与三重放大高清修复.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux-tile放大工作流，图生图鱼三重放大高清修复\图生图与三重放大高清修复.json,image_input;prompt,lip、修复、高清,WD14Tagger|pysssss,4x-UltraSharp.pth;写实：majicMIX realistic 麦橘写实_v7.safetensors
7,不推荐,ui,2,1,25.Kontext-LoRA-单图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\25.Kontext-LoRA-单图.json,image_input;prompt,ltx、lip,KSamplerWithNAG;MarkdownNote,flux1-kontext-dev_fp8_scaled.safetensors
7,不推荐,ui,2,2,36.3D+Chibi可爱风格转绘.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\36.3D+Chibi可爱风格转绘.json,image_input;prompt,wan、lip,ShowText|pysssss;Text Multiline,Kontext-3D Chibi风格转绘_v1.safetensors;flux1-kontext-dev_fp8_scaled.safetensors
6,不推荐,ui,1,2,Nunchaku-Flux-Redux迁移超级加速.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nankucha工作流+文档\工作流\Nunchaku-Flux-Redux迁移超级加速.json,image_input;prompt,lip、修复,NunchakuFluxDiTLoader,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
6,不推荐,ui,2,0,Nunchaku-Flux文生图工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nankucha工作流+文档\工作流\Nunchaku-Flux文生图工作流.json,image_input;prompt,lip、修复,NunchakuFluxDiTLoader;NunchakuTextEncoderLoader,
6,不推荐,ui,4,2,生成人物形象.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX解决人物一致性工作流\生成人物形象.json,image_input;prompt,lip、pose、表情,ExpressionEditor;Fast Groups Muter (rgthree);Simple String;UltralyticsDetectorProvider,Flux_Union.safetensors;niji-动漫二次元加强版_f.1d.safetensors
6,不推荐,ui,4,2,生成人物形象.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux、ComfyUI 与 FluxGym精准塑造一致性人物形象\生成人物形象.json,image_input;prompt,lip、pose、表情,ExpressionEditor;Fast Groups Muter (rgthree);Simple String;UltralyticsDetectorProvider,Flux_Union.safetensors;niji-动漫二次元加强版_f.1d.safetensors
5,不推荐,ui,0,0,FLUX-文生图找灵感-CephalonCloud.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX建筑工作流\84-FLUX.1全套方案设计工作流【端脑】\01-FLUX.1 Texte2Img 文生图快速找灵感-工作流\FLUX-文生图找灵感-CephalonCloud.json,prompt,lip,,
5,不推荐,ui,0,0,FLUX- 局部重绘-Inpainting-CephalonCloud.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX建筑工作流\84-FLUX.1全套方案设计工作流【端脑】\04-FLUX.1 Inpainting 图像局部重绘-工作流\FLUX- 局部重绘-Inpainting-CephalonCloud.json,prompt,lip,,
5,不推荐,unknown,0,0,pixelArtDiffusionXL_pixelWorld.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\pixelArtDiffusionXL_pixelWorld.json,,video、wan、修复、NSFW/需安全改写,,
5,不推荐,ui,1,2,Flux一键电商场景模特生成.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux一键电商场景模特生成\Flux一键电商场景模特生成.json,image_input;prompt,lip,CR Color Panel,sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors
5,不推荐,ui,2,3,30.Nunchaku-flux.1-dev-controlnet.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\30.Nunchaku-flux.1-dev-controlnet.json,image_input;prompt,lip、pose,NunchakuFluxDiTLoader;NunchakuTextEncoderLoaderV2,FLUX.1-dev-ControlNet-Union-Pro-2.0-fp8.safetensors;svdq-int4_flux.1-dev.safetensors;awq-int4-flux.1-t5xxl.safetensors
5,不推荐,ui,3,0,05.反推提示词.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\05.反推提示词.json,image_input,lip、动作,OllamaGenerateAdvance;OllamaVision;ShowText|pysssss,
5,不推荐,ui,3,1,FLUX- 草图约束生成ControlNet-CephalonCloud.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX建筑工作流\84-FLUX.1全套方案设计工作流【端脑】\03-FLUX.1 ControlNet 约束生成效果图-工作流\FLUX- 草图约束生成ControlNet-CephalonCloud.json,image_input;prompt,lip、depth、canny,ApplyFluxControlNet;LoadFluxControlNet;XlabsSampler,flux-depth-controlnet-v3.safetensors
5,不推荐,ui,4,6,Lora Pick & Mix 2.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\首发玻璃材质工作流\Lora Pick & Mix 2.json,audio_or_lipsync;prompt,video、lip、pose、depth、修复,LoraInfo;LoraStackLoader_PoP;PlaySound|pysssss;workflow/Group - KSampler & Empty Latent Image,Lora_SDXL_Glass.safetensors;Lora_Crystalz-SDXL-v2.safetensors;ADetailer model: face_yolov8n.pt;DreamShaperXL_v21TurboDPMSDE.safetensors;Lora_Metropolis_Movie_Style_SDXL.safetensors;Lora_Colorful_Triangles_SDXL.safetensors
5,不推荐,ui,9,4,动漫文生图工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\AI固定角色+精准大动态姿势生成技巧\工作流\动漫文生图工作流.json,image_input;prompt,lip、pose、depth、canny、姿势,CR Text;DownloadAndLoadFlorence2Model;Fast Bypasser (rgthree);Fast Groups Bypasser (rgthree);Float;Florence2Run;GetNode;SetNode;StringFunction|pysssss,controlnet-canny-sdxlV2.safetensors;AWPainting XL_1.0.safetensors;kaedehara2020impact209EE59FB8E5B6_v1.0.safetensors;OpenPoseXL2.safetensors
5,不推荐,ui,15,2,人像大师  + SAG + SVD【图转动画】.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\人像大师 实时捏脸工作流\人像大师  + SAG + SVD【图转动画】.json,prompt;video_nodes,video、animate、lip、修复,AlphaChanelRemove;Anything Everywhere;Anything Everywhere3;Anything Everywhere?;Fast Groups Bypasser (rgthree);Fast Groups Muter (rgthree);ImageBatchGet;ImageCompositeBy_Zho;PortraitMaster_中文版;Preview Chooser;PromptExpansion;Prompts Everywhere;Seed Everywhere;Text_Image_Frame_Zho;Text_Image_Zho,svd.safetensors;XXMix_9realisticSDXL.safetensors
4,不推荐,unknown,0,0,disneyPixarCartoon_v10.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\disneyPixarCartoon_v10.json,,lip、修复,,
4,不推荐,ui,0,1,FLUX1-小红书追求极致超逼真亚洲美女.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX1-小红书追求极致超逼真亚洲美女\FLUX1-小红书追求极致超逼真亚洲美女.json,prompt,lip,,FLUX1大模型-追求极致超逼真亚洲美女_FLUX亚洲超逼真美女V1.safetensors
4,不推荐,ui,0,1,视频用的的工作流集合.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux全方位使用+思维导图\视频用的的工作流集合.json,prompt,lip,,F.1基础算法模型-哩布在线可运行_FLUX1-dev-fp8.safetensors
4,不推荐,ui,2,1,10.万能转绘-好用.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\10.万能转绘-好用.json,image_input;prompt,lip,easy positive;easy stylesSelector,flux1-kontext-dev_fp8_scaled.safetensors
4,不推荐,ui,2,1,26.Kontext-多图互动流程.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\26.Kontext-多图互动流程.json,image_input;prompt,lip,KSamplerWithNAG;MarkdownNote,flux1-kontext-dev_fp8_scaled.safetensors
4,不推荐,ui,3,0,Nunchaku-Flux-Fill重绘超级加速 (1).json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nankucha工作流+文档\工作流\Nunchaku-Flux-Fill重绘超级加速 (1).json,image_input;prompt,lip、修复,ImageAndMaskResizeNode;LayerUtility: ImageScaleByAspectRatio V2;NunchakuFluxDiTLoader,
4,不推荐,ui,3,3,12.Flux_反推提示词图生图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\12.Flux_反推提示词图生图.json,image_input;prompt,wan、lip,Florence2DescribeImage|Mie;Florence2ModelLoader|Mie;ShowAnything|Mie,flux1-dev-Q8_0.gguf;flux1-dev-fp8.safetensors;flux1-dev-fp8-with_clip_vae.safetensors
4,不推荐,ui,4,1,32.万能贴-好用.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\32.万能贴-好用.json,image_input;prompt,lip、镜头,FastCanvas;FastCanvasTool;Text_Translation_V2_Full;easy imageRemBg,flux1-kontext-dev_fp8_scaled.safetensors
4,不推荐,ui,15,3,多表情.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\龙年写真工作流\多表情.json,image_input;prompt,lip、depth、canny、表情、修复,AB SamplerCustom (experimental);Bus Node;CR Seed;ConcatStringSingle;ControlNetLoaderAdvanced;Convert Masks to Images;FlatLatentsIntoSingleGrid;GroundingDinoModelLoader (segment anything);GroundingDinoSAMSegment (segment anything);IPAdapterApply;SAMModelLoader (segment anything);String;Text Multiline;ToStringList;UltralyticsDetectorProvider,control_v11f1p_sd15_depth.pth;control_v11p_sd15_canny.pth;realisticVisionV51_v51VAE.safetensors
4,不推荐,ui,15,3,多表情控制工作流(改）.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\龙年写真工作流\多表情控制工作流(改）.json,image_input;prompt,lip、depth、canny、表情、修复,AB SamplerCustom (experimental);Bus Node;CR Prompt Text;CR Seed;ConcatStringSingle;ControlNetLoaderAdvanced;FlatLatentsIntoSingleGrid;GroundingDinoModelLoader (segment anything);GroundingDinoSAMSegment (segment anything);IPAdapterApply;MarasitBusNode;SAMModelLoader (segment anything);String;ToStringList;UltralyticsDetectorProvider,control_v11f1p_sd15_depth.pth;control_v11p_sd15_canny.pth;ip-adapter-plus_sd15.bin
4,不推荐,ui,24,7,一张图生成多动作(保持服装一致性).json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\涩涩工作流\一张图生成多动作(保持服装一致性).json,image_input;prompt,wan、lip、pose、动作、姿势、修复、NSFW/需安全改写,ApplyFBCacheOnModel;ApplyPulidFlux;CR Text Blacklist;FaceAnalysisModels;FaceBoundingBox;Florence2ModelLoader;Florence2Run;GetNode;ImageResize+;InspyrenetRembg;LayerUtility: CropByMask V2;LayerUtility: ImageScaleByAspectRatio V2;Mask Fill Holes;MaskPreview+;PulidFluxEvaClipLoader,flux1-redux-dev.safetensors;pulid_flux_v0.9.0.safetensors;portrait-photography.safetensors;sigclip_vision_patch14_384.safetensors;麦橘超然majicFlus_v1.safetensors;Flux.1-dev-Controlnet-Upscaler.safetensors;FLUX.1-dev-ControlNet-Union-Pro-2.0.safetensors
3,不推荐,unknown,0,0,config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-1B\config.json,,lip,,
3,不推荐,unknown,0,0,config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\config.json,,lip,,
3,不推荐,ui,0,2,01.SD3.5_文生图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\01.SD3.5_文生图.json,prompt,lip,,clip_g.safetensors;sd3.5_large.safetensors
3,不推荐,ui,0,2,08.flux-lora-快速文生图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\08.flux-lora-快速文生图.json,prompt,lip,,暗黑童话F.1_奇幻哥特手绘线条插画风格_v1.0.safetensors;flux1-dev-fp8.safetensors
3,不推荐,ui,1,0,13.人物换脸.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\13.人物换脸.json,image_input,修复,ReActorFaceSwap,
3,不推荐,ui,1,1,人像大师 【 SDXL Turbo 模型】.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\人像大师 实时捏脸工作流\人像大师 【 SDXL Turbo 模型】.json,prompt,lip、修复,PortraitMaster_中文版,sd_xl_turbo_1.0_fp16.safetensors
3,不推荐,ui,1,1,人像大师 【1.5模型或者SDXL模型】.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\人像大师 实时捏脸工作流\人像大师 【1.5模型或者SDXL模型】.json,prompt,lip、修复,PortraitMaster_中文版,XXMix_9realisticSDXL.safetensors
3,不推荐,ui,2,2,05.中文提示词改图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\05.中文提示词改图.json,image_input;prompt,lip,Text_Translation_V2_Full;workflow>HyperSpeed,flux1-kontext-dev_fp8_scaled.safetensors;Hyper-Flux.1-Dev-4-step-Lora.safetensors
3,不推荐,ui,2,2,06.改图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\9.依赖三方类\Ollama反推\06.改图.json,image_input;prompt,lip,OllamaGenerateAdvance;workflow>HyperSpeed,Hyper-Flux.1-Dev-4-step-Lora.safetensors;flux1-kontext-dev_fp8_scaled.safetensors
3,不推荐,ui,2,5,Flux深度控制加多LORA.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nankucha工作流+文档\工作流\Flux深度控制加多LORA.json,image_input;prompt,lip、depth、修复,DepthAnything_V2;DownloadAndLoadDepthAnythingV2Model,Flux_Union.safetensors;depth_anything_v2_vitl_fp32.safetensors;studiochatgpt-ghibli-v1.safetensors;flux1-dev-fp8-774199fce69c.safetensors;Anim_ation_210811.safetensors
3,不推荐,ui,3,0,07_修手.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\07_修手.json,image_input;prompt,lip,BaiduTranslateNode;LayerMask: SegmentAnythingUltra V2;preview_mask,
3,不推荐,ui,4,2,06.丰胸.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\06.丰胸.json,image_input;prompt,wan、lip,LayerUtility: ImageScaleByAspectRatio V2;Primitive string multiline [Crystools];TeaCache;easy cleanGpuUsed,flux1-kontext-dev-Q5_K_M.gguf;Kontext_身材调节器_V1.0.safetensors
3,不推荐,ui,4,2,241011_MICKMUMPITZ_CHARACTER_SHEET_V04_FLUX_SMPL.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\国外大神Mick工作流\241011_MICKMUMPITZ_CHARACTER_SHEET_V04_FLUX_SMPL.json,image_input;prompt,lip、pose、修复,ExpressionEditor;Fast Groups Muter (rgthree);Simple String;UltralyticsDetectorProvider,flux1-dev-fp8.safetensors;UnionFlux.safetensors
